date_trap_set,contract,location,zone,mosquito_species,mosquito_count,trap_type,trap_name
6/9/2019,Fort Collins,Redwood Gravid,FC NE,No Mosquitoes,0,Gravid Trap,FC-040gr
6/9/2019,Fort Collins,Poudre River Trail,FC NE,Aedes increpitus,183,CDC Light Trap,FC-067
6/9/2019,Fort Collins,Linden Lake Rd,FC NE,Aedes vexans,4,CDC Light Trap,FC-069
6/9/2019,Fort Collins,N. Linden,FC NE,Trap Malfunction,0,CDC Light Trap,FC-006
6/9/2019,Fort Collins,Poudre River Trail,FC NE,Aedes dorsalis,1,CDC Light Trap,FC-067
6/9/2019,Fort Collins,Country Club,FC NE,Aedes increpitus,1,CDC Light Trap,FC-034
6/9/2019,Fort Collins,Linden Lake Rd,FC NE,Culex tarsalis,2,CDC Light Trap,FC-069
6/9/2019,Fort Collins,Linden Lake Rd,FC NE,Aedes increpitus,7,CDC Light Trap,FC-069
6/9/2019,Fort Collins,Linden Lake Rd,FC NE,Culiseta inornata,3,CDC Light Trap,FC-069
6/9/2019,Fort Collins,Edora Park,FC NE,Culiseta inornata,1,CDC Light Trap,FC-019
6/9/2019,Fort Collins,Edora Park,FC NE,Aedes increpitus,14,CDC Light Trap,FC-019
6/9/2019,Fort Collins,Linden Lake Rd,FC NE,Aedes dorsalis,1,CDC Light Trap,FC-069
6/9/2019,Fort Collins,Country Club,FC NE,Culex tarsalis,4,CDC Light Trap,FC-034
6/9/2019,Fort Collins,Country Club,FC NE,Aedes vexans,5,CDC Light Trap,FC-034
6/9/2019,Fort Collins,Udall Natural Gravid,FC NE,No Mosquitoes,0,Gravid Trap,FC-092gr
6/9/2019,Fort Collins,Poudre River Trail,FC NE,Aedes vexans,32,CDC Light Trap,FC-067
6/9/2019,Fort Collins,Prospect Ponds,FC NE,Aedes dorsalis,6,CDC Light Trap,FC-066
6/9/2019,Fort Collins,Prospect Ponds Gravid,FC NE,No Mosquitoes,0,Gravid Trap,FC-066gr
6/9/2019,Fort Collins,PVH Gravid,FC NE,No Mosquitoes,0,Gravid Trap,FC-091gr
6/9/2019,Fort Collins,Lochside Lane,FC NE,No Mosquitoes,0,CDC Light Trap,FC-038
6/9/2019,Fort Collins,Prospect Ponds,FC NE,Culiseta inornata,1,CDC Light Trap,FC-066
6/9/2019,Fort Collins,Prospect Ponds,FC NE,Aedes vexans,16,CDC Light Trap,FC-066
6/9/2019,Fort Collins,Hemlock,FC NW,Aedes vexans,3,CDC Light Trap,FC-036 
6/9/2019,Fort Collins,Hemlock,FC NW,Aedes increpitus,2,CDC Light Trap,FC-036 
6/10/2019,Fort Collins,West Chase,FC SE,Aedes dorsalis,24,CDC Light Trap,FC-064
6/10/2019,Fort Collins,Willow Springs,FC SE,Aedes vexans,9,CDC Light Trap,FC-031
6/10/2019,Fort Collins,Willow Springs,FC SE,Aedes increpitus,13,CDC Light Trap,FC-031
6/10/2019,Fort Collins,English Ranch Park Gravid,FC SE,No Mosquitoes,0,Gravid Trap,FC-088gr
6/10/2019,Fort Collins,Golden Meadows Ditch,FC SE,Aedes vexans,3,CDC Light Trap,FC-050
6/10/2019,Fort Collins,Golden Meadows Ditch,FC SE,Culiseta inornata,1,CDC Light Trap,FC-050
6/10/2019,Fort Collins,Boltz,FC SE,Aedes vexans,1,CDC Light Trap,FC-023
6/10/2019,Fort Collins,Big Horn,FC SE,Aedes dorsalis,4,CDC Light Trap,FC-004
6/10/2019,Fort Collins,Boltz,FC SE,Culiseta inornata,3,CDC Light Trap,FC-023
6/10/2019,Fort Collins,Fossil Creek South,FC SE,Culex tarsalis,7,CDC Light Trap,FC-039
6/10/2019,Fort Collins,3001 San Luis,FC SE,Culex tarsalis,3,CDC Light Trap,FC-027
6/10/2019,Fort Collins,3001 San Luis,FC SE,Aedes increpitus,15,CDC Light Trap,FC-027
6/10/2019,Fort Collins,Fossil Creek South,FC SE,Aedes increpitus,4,CDC Light Trap,FC-039
6/10/2019,Fort Collins,Rock Creek,FC SE,Culex tarsalis,10,CDC Light Trap,FC-074
6/10/2019,Fort Collins,Rock Creek,FC SE,Aedes dorsalis,7,CDC Light Trap,FC-074
6/10/2019,Fort Collins,3001 San Luis,FC SE,Aedes vexans,16,CDC Light Trap,FC-027
6/10/2019,Fort Collins,Fossil Creek South,FC SE,Aedes vexans,83,CDC Light Trap,FC-039
6/10/2019,Fort Collins,Fossil Creek South,FC SE,Aedes dorsalis,180,CDC Light Trap,FC-039
6/10/2019,Fort Collins,Big Horn,FC SE,Culex tarsalis,3,CDC Light Trap,FC-004
6/10/2019,Fort Collins,Keeneland And Twin Oak,FC SE,No Mosquitoes,0,CDC Light Trap,FC-047
6/10/2019,Fort Collins,Rock Creek,FC SE,Aedes vexans,20,CDC Light Trap,FC-074
6/10/2019,Fort Collins,Fossil Creek South,FC SE,Aedes melanimon,1,CDC Light Trap,FC-039
6/10/2019,Fort Collins,Rock Creek,FC SE,Culiseta inornata,3,CDC Light Trap,FC-074
6/10/2019,Fort Collins,Springwood and Lochwood,FC SE,No Mosquitoes,0,CDC Light Trap,FC-059
6/10/2019,Fort Collins,Fossil Creek South,FC SE,Culiseta inornata,11,CDC Light Trap,FC-039
6/10/2019,Fort Collins,N. Linden,FC NE,Aedes dorsalis,1,CDC Light Trap,FC-006
6/10/2019,Fort Collins,N. Linden,FC NE,Aedes vexans,7,CDC Light Trap,FC-006
6/10/2019,Fort Collins,Boltz,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-023
6/10/2019,Fort Collins,Big Horn,FC SE,Aedes vexans,4,CDC Light Trap,FC-004
6/10/2019,Fort Collins,Egret and Rookery,FC SE,Aedes vexans,1,CDC Light Trap,FC-053
6/10/2019,Fort Collins,Egret and Rookery,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-053
6/10/2019,Fort Collins,Sage Creek North Gravid,FC SE,Culiseta inornata,1,Gravid Trap,FC-075gr
6/10/2019,Fort Collins,Sage Creek North Gravid,FC SE,Aedes vexans,1,Gravid Trap,FC-075gr
6/10/2019,Fort Collins,Sage Creek North,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-075
6/10/2019,Fort Collins,Westshore Ct,FC SE,Aedes vexans,2,CDC Light Trap,FC-046
6/10/2019,Fort Collins,Westshore Ct,FC SE,Aedes dorsalis,2,CDC Light Trap,FC-046
6/10/2019,Fort Collins,Sage Creek North,FC SE,Aedes vexans,1,CDC Light Trap,FC-075
6/10/2019,Fort Collins,West Chase,FC SE,Aedes vexans,12,CDC Light Trap,FC-064
6/11/2019,Fort Collins,Holley Plant Research Center,FC NW,Aedes increpitus,3,CDC Light Trap,FC-061
6/11/2019,Fort Collins,Red Fox Meadows,FC NW,Aedes increpitus,1,CDC Light Trap,FC-063
6/11/2019,Fort Collins,Stuart and Dorset,FC NW,Aedes vexans,2,CDC Light Trap,FC-015
6/11/2019,Fort Collins,Mountain Grandview Cemetery Gravid,FC NW,No Mosquitoes,0,Gravid Trap,FC-090gr
6/11/2019,Fort Collins,808 Ponderosa,FC NW,Aedes vexans,3,CDC Light Trap,FC-060
6/11/2019,Fort Collins,Casa Grande and Downing,FC SW,Aedes vexans,1,CDC Light Trap,FC-049
6/11/2019,Fort Collins,118 S Grant ,FC NW,No Mosquitoes,0,CDC Light Trap,FC-073
6/11/2019,Fort Collins,603 Gilgalad Way,FC NW,Aedes vexans,21,CDC Light Trap,FC-052
6/11/2019,Fort Collins,Holley Plant Research Center,FC NW,Aedes vexans,12,CDC Light Trap,FC-061
6/11/2019,Fort Collins,Spring Creek Trail-- Michener Dr,FC SW,Aedes increpitus,10,CDC Light Trap,FC-058
6/11/2019,Fort Collins,Fishback,FC NW,Aedes vexans,3,CDC Light Trap,FC-041
6/11/2019,Fort Collins,Golden Current,FC NW,Aedes increpitus,1,CDC Light Trap,FC-011
6/11/2019,Fort Collins,Golden Current,FC NW,Aedes melanimon,1,CDC Light Trap,FC-011
6/11/2019,Fort Collins,Red Fox Meadows,FC NW,Aedes vexans,305,CDC Light Trap,FC-063
6/11/2019,Fort Collins,Golden Current,FC NW,Aedes vexans,10,CDC Light Trap,FC-011
6/11/2019,Fort Collins,Red Fox Meadows Gravid,FC NW,Aedes vexans,1,Gravid Trap,FC-063gr
6/12/2019,Fort Collins,Water's Edge at Blue Mesa,FC SW,Aedes dorsalis,2,CDC Light Trap,FC-062
6/12/2019,Fort Collins,Magic Carpet,FC SW,Aedes dorsalis,11,CDC Light Trap,FC-001
6/12/2019,Fort Collins,Magic Carpet,FC SW,Aedes vexans,1,CDC Light Trap,FC-001
6/12/2019,Fort Collins,Lopez Elementary,FC SW,Aedes vexans,8,CDC Light Trap,FC-093
6/12/2019,Fort Collins,Lopez Elementary,FC SW,Aedes dorsalis,2,CDC Light Trap,FC-093
6/12/2019,Fort Collins,Chelsea Ridge,FC SW,Culex pipiens,5,CDC Light Trap,FC-037
6/12/2019,Fort Collins,Chelsea Ridge,FC SW,Aedes vexans,49,CDC Light Trap,FC-037
6/12/2019,Fort Collins,Silvergate Rd,FC SW,No Mosquitoes,0,CDC Light Trap,FC-071
6/12/2019,Fort Collins,Lopez Elementary,FC SW,No Mosquitoes,0,CDC Light Trap,FC-093
6/12/2019,Fort Collins,737 Parliament,FC SE,Aedes dorsalis,2,CDC Light Trap,FC-054
6/12/2019,Fort Collins,Ben's Park,FC SE,Aedes vexans,1,CDC Light Trap,FC-029
6/12/2019,Fort Collins,Kunz Ct. and Brook Dr. Gravid,FC SW,No Mosquitoes,0,Gravid Trap,FC-089gr
6/12/2019,Fort Collins,Ben's Park Gravid,FC SE,Aedes vexans,3,Gravid Trap,FC-029gr
6/12/2019,Fort Collins,Ben's Park,FC SE,Aedes dorsalis,4,CDC Light Trap,FC-029
6/12/2019,Fort Collins,Registry Ridge,FC SW,Aedes dorsalis,231,CDC Light Trap,FC-057
6/12/2019,Fort Collins,737 Parliament,FC SE,Aedes vexans,8,CDC Light Trap,FC-054
6/12/2019,Fort Collins,Water's Edge at Blue Mesa,FC SW,Aedes vexans,7,CDC Light Trap,FC-062
6/16/2019,Fort Collins,Prospect Ponds,FC NE,Culiseta inornata,1,CDC Light Trap,FC-066
6/16/2019,Fort Collins,Prospect Ponds,FC NE,Aedes increpitus,15,CDC Light Trap,FC-066
6/16/2019,Fort Collins,Prospect Ponds,FC NE,Aedes dorsalis,5,CDC Light Trap,FC-066
6/16/2019,Fort Collins,Prospect Ponds,FC NE,Aedes vexans,182,CDC Light Trap,FC-066
6/16/2019,Fort Collins,422 Lake Dr,FC NE,Aedes vexans,8,CDC Light Trap,FC-072
6/16/2019,Fort Collins,Country Club,FC NE,Aedes vexans,11,CDC Light Trap,FC-034
6/16/2019,Fort Collins,Prospect Ponds,FC NE,Aedes melanimon,5,CDC Light Trap,FC-066
6/16/2019,Fort Collins,Prospect Ponds,FC NE,Culex tarsalis,3,CDC Light Trap,FC-066
6/16/2019,Fort Collins,Country Club,FC NE,Aedes dorsalis,1,CDC Light Trap,FC-034
6/16/2019,Fort Collins,Lochside Lane,FC NE,Aedes dorsalis,1,CDC Light Trap,FC-038
6/16/2019,Fort Collins,Linden Lake Rd,FC NE,Aedes dorsalis,1,CDC Light Trap,FC-069
6/16/2019,Fort Collins,FC Visitor Center,FC NE,Aedes melanimon,6,CDC Light Trap,FC-014
6/16/2019,Fort Collins,Linden Lake Rd,FC NE,Aedes vexans,42,CDC Light Trap,FC-069
6/16/2019,Fort Collins,FC Visitor Center,FC NE,Aedes increpitus,45,CDC Light Trap,FC-014
6/16/2019,Fort Collins,Country Club,FC NE,Aedes increpitus,13,CDC Light Trap,FC-034
6/16/2019,Fort Collins,Redwood Gravid,FC NE,Aedes vexans,1,Gravid Trap,FC-040gr
6/16/2019,Fort Collins,N. Linden,FC NE,Trap Malfunction,0,CDC Light Trap,FC-006
6/16/2019,Fort Collins,Udall Natural Gravid,FC NE,No Mosquitoes,0,Gravid Trap,FC-092gr
6/16/2019,Fort Collins,Redwood Gravid,FC NE,Culex pipiens,3,Gravid Trap,FC-040gr
6/16/2019,Fort Collins,Prospect Ponds Gravid,FC NE,Aedes vexans,6,Gravid Trap,FC-066gr
6/16/2019,Fort Collins,Prospect Ponds Gravid,FC NE,Culiseta inornata,1,Gravid Trap,FC-066gr
6/16/2019,Fort Collins,PVH Gravid,FC NE,No Mosquitoes,0,Gravid Trap,FC-091gr
6/16/2019,Fort Collins,Redwood,FC NE,Aedes increpitus,2,CDC Light Trap,FC-040
6/16/2019,Fort Collins,Poudre River Trail,FC NE,Aedes vexans,187,CDC Light Trap,FC-067
6/16/2019,Fort Collins,Linden Lake Rd,FC NE,Aedes increpitus,15,CDC Light Trap,FC-069
6/16/2019,Fort Collins,FC Visitor Center,FC NE,Aedes vexans,26,CDC Light Trap,FC-014
6/16/2019,Fort Collins,Edora Park,FC NE,Aedes vexans,28,CDC Light Trap,FC-019
6/16/2019,Fort Collins,Poudre River Trail,FC NE,Aedes increpitus,423,CDC Light Trap,FC-067
6/16/2019,Fort Collins,Redwood,FC NE,Aedes melanimon,1,CDC Light Trap,FC-040
6/16/2019,Fort Collins,Lochside Lane,FC NE,Aedes vexans,15,CDC Light Trap,FC-038
6/16/2019,Fort Collins,Linden Lake Rd,FC NE,Culex tarsalis,3,CDC Light Trap,FC-069
6/16/2019,Fort Collins,Redwood,FC NE,Aedes dorsalis,7,CDC Light Trap,FC-040
6/16/2019,Fort Collins,FC Visitor Center,FC NE,Culiseta inornata,1,CDC Light Trap,FC-014
6/16/2019,Fort Collins,Hemlock,FC NW,Aedes vexans,285,CDC Light Trap,FC-036 
6/16/2019,Fort Collins,Hemlock,FC NW,Aedes dorsalis,1,CDC Light Trap,FC-036 
6/16/2019,Fort Collins,Hemlock,FC NW,Culex tarsalis,2,CDC Light Trap,FC-036 
6/16/2019,Fort Collins,Hemlock,FC NW,Aedes increpitus,102,CDC Light Trap,FC-036 
6/16/2019,Fort Collins,Hemlock,FC NW,Aedes melanimon,1,CDC Light Trap,FC-036 
6/16/2019,Fort Collins,Redwood,FC NE,Aedes vexans,46,CDC Light Trap,FC-040
6/16/2019,Fort Collins,Prospect Ponds Gravid,FC NE,Aedes increpitus,1,Gravid Trap,FC-066gr
6/16/2019,Fort Collins,Edora Park,FC NE,Aedes increpitus,20,CDC Light Trap,FC-019
6/16/2019,Fort Collins,Poudre River Trail,FC NE,Culiseta inornata,1,CDC Light Trap,FC-067
6/17/2019,Fort Collins,Golden Meadows Ditch,FC SE,Aedes vexans,10,CDC Light Trap,FC-050
6/17/2019,Fort Collins,3001 San Luis,FC SE,Culex tarsalis,7,CDC Light Trap,FC-027
6/17/2019,Fort Collins,3001 San Luis,FC SE,Aedes increpitus,11,CDC Light Trap,FC-027
6/17/2019,Fort Collins,3001 San Luis,FC SE,Aedes vexans,23,CDC Light Trap,FC-027
6/17/2019,Fort Collins,Westshore Ct,FC SE,Aedes vexans,11,CDC Light Trap,FC-046
6/17/2019,Fort Collins,Sage Creek North,FC SE,Aedes vexans,9,CDC Light Trap,FC-075
6/17/2019,Fort Collins,Egret and Rookery,FC SE,Culex tarsalis,2,CDC Light Trap,FC-053
6/17/2019,Fort Collins,Egret and Rookery,FC SE,Culiseta inornata,1,CDC Light Trap,FC-053
6/17/2019,Fort Collins,Egret and Rookery,FC SE,Aedes vexans,34,CDC Light Trap,FC-053
6/17/2019,Fort Collins,West Chase,FC SE,Aedes vexans,1,CDC Light Trap,FC-064
6/17/2019,Fort Collins,Sage Creek North Gravid,FC SE,Culex pipiens,3,Gravid Trap,FC-075gr
6/17/2019,Fort Collins,Willow Springs,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-031
6/17/2019,Fort Collins,Springwood and Lochwood,FC SE,Aedes vexans,24,CDC Light Trap,FC-059
6/17/2019,Fort Collins,Springwood and Lochwood,FC SE,Aedes increpitus,2,CDC Light Trap,FC-059
6/17/2019,Fort Collins,Springwood and Lochwood,FC SE,Culiseta inornata,1,CDC Light Trap,FC-059
6/17/2019,Fort Collins,Fossil Creek South,FC SE,Aedes dorsalis,3,CDC Light Trap,FC-039
6/17/2019,Fort Collins,Fossil Creek South,FC SE,Aedes vexans,16,CDC Light Trap,FC-039
6/17/2019,Fort Collins,Fossil Creek South,FC SE,Culiseta inornata,10,CDC Light Trap,FC-039
6/17/2019,Fort Collins,N. Linden,FC NE,Aedes vexans,3,CDC Light Trap,FC-006
6/17/2019,Fort Collins,Rock Creek,FC SE,Aedes vexans,14,CDC Light Trap,FC-074
6/17/2019,Fort Collins,Rock Creek,FC SE,Culiseta inornata,1,CDC Light Trap,FC-074
6/17/2019,Fort Collins,Big Horn,FC SE,Aedes dorsalis,1,CDC Light Trap,FC-004
6/17/2019,Fort Collins,Rock Creek,FC SE,Aedes dorsalis,2,CDC Light Trap,FC-074
6/17/2019,Fort Collins,Keeneland And Twin Oak,FC SE,Aedes vexans,3,CDC Light Trap,FC-047
6/17/2019,Fort Collins,English Ranch Park Gravid,FC SE,No Mosquitoes,0,Gravid Trap,FC-088gr
